Customer ID,Product ID,Purchase Amount (USD),Size,Color,Season,Review Rating,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1941,1020,89,L,Gray,Fall,3.9,2-Day Shipping,No,No,48,PayPal,Fortnightly
1942,1010,99,XL,Peach,Winter,3.3,Standard,No,No,46,Credit Card,Quarterly
1943,1014,28,M,Cyan,Fall,3.4,Express,No,No,22,PayPal,Monthly
1944,1021,53,L,Violet,Summer,3.8,Next Day Air,No,No,45,Cash,Annually
1945,1016,45,M,Gold,Winter,2.7,Free Shipping,No,No,49,Cash,Every 3 Months
1946,1016,38,M,Gold,Winter,2.9,2-Day Shipping,No,No,9,Credit Card,Every 3 Months
1947,1014,49,M,White,Summer,4.5,Standard,No,No,41,Credit Card,Quarterly
1948,1006,32,M,Gray,Summer,2.6,Store Pickup,No,No,2,PayPal,Monthly
1949,1018,37,L,Brown,Winter,3.1,Next Day Air,No,No,39,PayPal,Bi-Weekly
1950,1011,80,L,Gray,Winter,4.7,Store Pickup,No,No,12,PayPal,Quarterly
1951,1022,78,L,Blue,Summer,4.6,Free Shipping,No,No,26,PayPal,Every 3 Months
1952,1025,53,L,Gold,Summer,2.7,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
1953,1010,82,L,Yellow,Summer,4.6,2-Day Shipping,No,No,50,Cash,Bi-Weekly
1954,1012,33,XL,Green,Spring,4.8,Standard,No,No,3,PayPal,Fortnightly
1955,1025,77,M,Pink,Winter,4.2,Free Shipping,No,No,3,Venmo,Quarterly
1956,1016,56,M,Pink,Winter,4.9,Express,No,No,37,Cash,Monthly
1957,1021,37,M,Pink,Winter,4.9,Express,No,No,20,Credit Card,Fortnightly
1958,1025,54,M,Cyan,Spring,4.5,Store Pickup,No,No,26,Cash,Bi-Weekly
1959,1007,67,M,Gray,Winter,2.7,Store Pickup,No,No,47,Cash,Quarterly
1960,1010,90,M,White,Fall,3.1,Store Pickup,No,No,7,Credit Card,Every 3 Months
1961,1003,72,L,Red,Summer,3.3,2-Day Shipping,No,No,40,Credit Card,Annually
1962,1024,59,L,Black,Summer,2.6,Free Shipping,No,No,45,Debit Card,Quarterly
1963,1020,45,M,Silver,Fall,4.4,Standard,No,No,20,PayPal,Fortnightly
1964,1007,30,L,Pink,Spring,3.9,Standard,No,No,11,Credit Card,Weekly
1965,1014,51,S,Cyan,Summer,4.6,Express,No,No,50,Debit Card,Monthly
1966,1002,90,M,White,Fall,4.9,Express,No,No,25,Debit Card,Quarterly
1967,1015,95,XL,Purple,Winter,3.7,Express,No,No,5,Credit Card,Fortnightly
1968,1011,81,L,Yellow,Fall,3.7,Standard,No,No,4,Venmo,Annually
1969,1006,70,S,Blue,Spring,4.2,Standard,No,No,25,Credit Card,Weekly
1970,1011,32,S,Cyan,Winter,3.5,Next Day Air,No,No,11,Bank Transfer,Fortnightly
1971,1023,94,M,Indigo,Spring,2.9,Next Day Air,No,No,4,Credit Card,Bi-Weekly
1972,1020,29,XL,Indigo,Spring,3.4,Next Day Air,No,No,1,Venmo,Monthly
1973,1022,31,M,Silver,Summer,3.3,Express,No,No,48,PayPal,Every 3 Months
1974,1012,20,XL,Red,Fall,4.5,Standard,No,No,9,Venmo,Every 3 Months
1975,1025,44,M,Peach,Winter,4.6,2-Day Shipping,No,No,2,PayPal,Fortnightly
1976,1015,77,L,Turquoise,Fall,2.9,Express,No,No,4,Cash,Quarterly
1977,1009,51,M,Pink,Spring,3.2,Next Day Air,No,No,43,PayPal,Fortnightly
1978,1004,49,M,Teal,Summer,2.6,Free Shipping,No,No,32,Bank Transfer,Annually
1979,1013,78,L,Magenta,Spring,3.8,Store Pickup,No,No,1,Cash,Quarterly
1980,1003,98,L,Blue,Spring,2.8,Store Pickup,No,No,38,Debit Card,Fortnightly
1981,1004,94,M,Green,Winter,4.4,Store Pickup,No,No,25,PayPal,Fortnightly
1982,1010,91,L,Violet,Summer,4.7,Express,No,No,42,PayPal,Quarterly
1983,1013,77,M,Turquoise,Summer,2.7,2-Day Shipping,No,No,32,PayPal,Monthly
1984,1019,97,M,Pink,Summer,2.6,Next Day Air,No,No,21,Debit Card,Quarterly
1985,1012,58,M,Black,Summer,3.4,2-Day Shipping,No,No,26,PayPal,Fortnightly
1986,1025,97,M,Gold,Spring,3.9,2-Day Shipping,No,No,6,Credit Card,Fortnightly
1987,1008,48,L,Green,Summer,3.4,2-Day Shipping,No,No,14,Venmo,Quarterly
1988,1023,23,XL,White,Summer,3.4,Express,No,No,4,Cash,Quarterly
1989,1014,79,M,Gold,Winter,3.9,Free Shipping,No,No,26,Bank Transfer,Weekly
1990,1017,42,S,Charcoal,Spring,4.0,Express,No,No,39,PayPal,Bi-Weekly
1991,1022,95,L,White,Spring,3.4,2-Day Shipping,No,No,15,PayPal,Annually
1992,1005,29,M,Brown,Summer,3.7,Next Day Air,No,No,1,Venmo,Every 3 Months
1993,1016,98,L,Gold,Winter,4.9,2-Day Shipping,No,No,28,Venmo,Monthly
1994,1001,96,S,Purple,Spring,5.0,Express,No,No,17,Cash,Weekly
1995,1013,66,M,Brown,Fall,2.9,Next Day Air,No,No,24,Credit Card,Weekly
1996,1024,80,S,Teal,Spring,3.0,Standard,No,No,29,Debit Card,Quarterly
1997,1005,27,L,Indigo,Summer,3.3,Next Day Air,No,No,18,Cash,Every 3 Months
1998,1022,25,M,Purple,Fall,4.7,Express,No,No,10,Debit Card,Bi-Weekly
1999,1014,45,M,Orange,Fall,3.4,2-Day Shipping,No,No,19,Cash,Quarterly
2000,1021,89,L,Indigo,Winter,4.6,2-Day Shipping,No,No,26,Debit Card,Monthly
2001,1023,27,M,Lavender,Winter,3.6,2-Day Shipping,No,No,25,Cash,Bi-Weekly
2002,1013,90,S,Purple,Winter,2.6,Free Shipping,No,No,2,Debit Card,Fortnightly
2003,1006,65,M,Red,Summer,2.7,Express,No,No,19,PayPal,Every 3 Months
2004,1005,72,S,Blue,Spring,3.1,Express,No,No,32,Cash,Quarterly
2005,1010,70,L,Blue,Fall,3.2,2-Day Shipping,No,No,13,Cash,Bi-Weekly
2006,1004,82,M,Cyan,Winter,3.4,Store Pickup,No,No,30,PayPal,Fortnightly
2007,1019,97,S,Pink,Fall,4.4,Express,No,No,2,Credit Card,Annually
2008,1006,25,M,Silver,Summer,3.2,2-Day Shipping,No,No,8,PayPal,Quarterly
2009,1012,48,M,Gray,Spring,2.5,Free Shipping,No,No,27,PayPal,Every 3 Months
2010,1024,99,M,Indigo,Summer,3.8,Next Day Air,No,No,26,Venmo,Bi-Weekly
2011,1002,21,M,Maroon,Summer,4.4,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly
2012,1004,94,M,Beige,Spring,3.7,Express,No,No,4,Bank Transfer,Monthly
2013,1003,53,L,Green,Fall,3.2,Store Pickup,No,No,5,Cash,Fortnightly
2014,1022,70,M,Peach,Winter,4.9,Standard,No,No,25,Debit Card,Quarterly
2015,1012,26,L,Black,Summer,3.9,Standard,No,No,47,PayPal,Bi-Weekly
2016,1023,82,S,Pink,Summer,4.5,Next Day Air,No,No,8,Credit Card,Fortnightly
2017,1010,47,S,Violet,Winter,3.4,Standard,No,No,20,Debit Card,Fortnightly
2018,1021,32,S,Green,Winter,4.1,Next Day Air,No,No,42,Bank Transfer,Every 3 Months
2019,1022,97,S,Gold,Fall,4.5,Store Pickup,No,No,20,Bank Transfer,Weekly
2020,1006,68,S,Red,Winter,4.7,Store Pickup,No,No,23,Cash,Fortnightly
2021,1002,23,M,Beige,Winter,4.8,Next Day Air,No,No,26,Cash,Quarterly
2022,1009,33,M,Green,Winter,4.4,Standard,No,No,48,Venmo,Quarterly
2023,1017,38,S,Black,Winter,4.0,Store Pickup,No,No,16,Cash,Bi-Weekly
2024,1021,68,S,Teal,Winter,4.1,Store Pickup,No,No,28,Cash,Bi-Weekly
2025,1021,23,L,Silver,Fall,3.7,Express,No,No,39,PayPal,Weekly
2026,1006,29,M,Turquoise,Summer,3.0,Express,No,No,43,Debit Card,Fortnightly
2027,1019,35,M,Orange,Winter,3.6,Express,No,No,45,Bank Transfer,Every 3 Months
2028,1010,73,S,Gold,Fall,4.8,Standard,No,No,50,Credit Card,Every 3 Months
2029,1010,84,XL,Purple,Fall,3.7,2-Day Shipping,No,No,10,Venmo,Bi-Weekly
2030,1019,23,M,Pink,Spring,4.6,Next Day Air,No,No,40,PayPal,Quarterly
2031,1013,67,S,Green,Summer,2.8,Standard,No,No,38,Credit Card,Monthly
2032,1021,51,L,Charcoal,Spring,4.0,Standard,No,No,2,Credit Card,Monthly
2033,1001,36,M,Maroon,Winter,4.2,Next Day Air,No,No,13,Cash,Annually
2034,1003,55,L,Olive,Summer,3.6,Express,No,No,33,Venmo,Annually
2035,1007,30,M,Peach,Spring,2.9,Store Pickup,No,No,27,PayPal,Monthly
2036,1018,70,S,Yellow,Summer,4.1,Express,No,No,43,Bank Transfer,Weekly
2037,1001,63,S,Lavender,Winter,3.1,Next Day Air,No,No,46,Cash,Weekly
2038,1023,87,S,Green,Summer,4.3,Express,No,No,7,Venmo,Bi-Weekly
2039,1001,70,L,Orange,Spring,4.4,Next Day Air,No,No,35,Credit Card,Fortnightly
2040,1018,51,M,Olive,Spring,3.1,Next Day Air,No,No,31,Debit Card,Bi-Weekly
2041,1017,25,XL,Gray,Spring,2.9,Free Shipping,No,No,42,Venmo,Quarterly
2042,1015,32,S,Lavender,Winter,3.2,Next Day Air,No,No,14,PayPal,Bi-Weekly
2043,1010,52,M,Red,Spring,4.0,2-Day Shipping,No,No,35,Venmo,Monthly
2044,1025,33,M,Charcoal,Summer,2.7,Standard,No,No,49,PayPal,Weekly
2045,1003,68,L,Orange,Spring,3.0,Free Shipping,No,No,17,PayPal,Fortnightly
2046,1017,20,M,Red,Fall,4.4,Express,No,No,26,PayPal,Quarterly
2047,1014,32,M,Maroon,Winter,2.8,Free Shipping,No,No,30,Cash,Every 3 Months
2048,1017,82,M,Silver,Summer,3.1,Store Pickup,No,No,32,Cash,Annually
2049,1005,64,XL,Pink,Winter,3.9,Express,No,No,35,Bank Transfer,Quarterly
2050,1024,24,L,Blue,Fall,2.7,Standard,No,No,15,Venmo,Annually
2051,1020,96,M,Teal,Summer,3.4,Store Pickup,No,No,10,Debit Card,Annually
2052,1018,94,L,Black,Spring,3.8,Free Shipping,No,No,14,Credit Card,Monthly
2053,1022,48,M,Gray,Winter,3.7,2-Day Shipping,No,No,30,Bank Transfer,Annually
2054,1013,60,S,Purple,Spring,4.5,2-Day Shipping,No,No,16,Credit Card,Fortnightly
2055,1002,56,XL,Gold,Spring,2.9,Express,No,No,14,PayPal,Annually
2056,1009,33,M,Silver,Fall,3.4,2-Day Shipping,No,No,28,Bank Transfer,Weekly
2057,1022,46,L,Blue,Spring,4.4,2-Day Shipping,No,No,29,PayPal,Monthly
2058,1021,37,L,Yellow,Spring,4.2,Standard,No,No,5,PayPal,Every 3 Months
2059,1006,98,M,Brown,Winter,3.3,Store Pickup,No,No,17,Bank Transfer,Quarterly
2060,1007,50,XL,Beige,Spring,3.7,Express,No,No,50,PayPal,Weekly
2061,1023,63,M,Blue,Fall,3.2,Next Day Air,No,No,23,Bank Transfer,Quarterly
2062,1002,70,S,Magenta,Summer,2.6,Store Pickup,No,No,22,Debit Card,Annually
2063,1008,63,L,Silver,Fall,2.8,Standard,No,No,15,Cash,Quarterly
2064,1007,86,M,Cyan,Fall,2.9,Standard,No,No,32,Cash,Monthly
2065,1010,99,M,Green,Summer,4.0,2-Day Shipping,No,No,5,Bank Transfer,Monthly
2066,1005,40,M,Blue,Spring,2.9,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly
2067,1005,92,M,Olive,Fall,4.7,Store Pickup,No,No,44,Debit Card,Fortnightly
2068,1014,21,XL,Beige,Fall,3.1,2-Day Shipping,No,No,23,Cash,Fortnightly
2069,1017,81,XL,Black,Summer,3.9,Store Pickup,No,No,44,Venmo,Monthly
2070,1018,82,M,Indigo,Fall,3.4,Free Shipping,No,No,3,Debit Card,Quarterly
2071,1017,88,XL,Red,Spring,3.1,Express,No,No,14,Cash,Monthly
2072,1015,100,S,Yellow,Fall,4.8,Store Pickup,No,No,37,PayPal,Quarterly
2073,1022,66,M,Beige,Winter,3.9,Next Day Air,No,No,22,Bank Transfer,Weekly
2074,1023,25,S,Green,Winter,3.5,Next Day Air,No,No,2,PayPal,Every 3 Months
2075,1019,53,M,White,Summer,3.1,Free Shipping,No,No,44,Debit Card,Fortnightly
2076,1002,28,S,Turquoise,Fall,4.7,Express,No,No,49,Debit Card,Monthly
2077,1025,23,S,Indigo,Fall,4.6,Free Shipping,No,No,22,Debit Card,Bi-Weekly
2078,1019,34,L,Orange,Fall,3.3,Free Shipping,No,No,26,Bank Transfer,Annually
2079,1011,42,M,Blue,Spring,3.2,Next Day Air,No,No,40,Debit Card,Weekly
2080,1003,24,L,Violet,Summer,3.1,Next Day Air,No,No,16,PayPal,Quarterly
2081,1013,47,S,Gray,Fall,3.5,Free Shipping,No,No,17,Debit Card,Bi-Weekly
2082,1008,78,S,Cyan,Spring,4.3,Standard,No,No,48,Bank Transfer,Bi-Weekly
2083,1003,89,M,Yellow,Summer,2.9,Free Shipping,No,No,28,Venmo,Every 3 Months
2084,1019,59,L,Orange,Fall,2.7,Store Pickup,No,No,26,Credit Card,Fortnightly
2085,1001,94,S,Brown,Summer,4.0,Standard,No,No,43,Bank Transfer,Quarterly
2086,1003,49,M,Teal,Fall,4.6,Free Shipping,No,No,38,Debit Card,Weekly
2087,1011,89,L,Beige,Summer,4.7,2-Day Shipping,No,No,36,Cash,Every 3 Months
2088,1020,91,M,Blue,Summer,4.7,Standard,No,No,1,Credit Card,Weekly
2089,1004,89,L,Orange,Spring,4.0,Standard,No,No,49,Debit Card,Annually
2090,1015,57,L,Gold,Spring,3.6,Free Shipping,No,No,41,Credit Card,Every 3 Months
2091,1021,71,S,Teal,Winter,3.4,Free Shipping,No,No,21,Debit Card,Monthly
2092,1003,97,XL,Beige,Fall,3.0,Next Day Air,No,No,24,Bank Transfer,Quarterly
2093,1004,45,M,Silver,Fall,2.6,Next Day Air,No,No,27,Bank Transfer,Weekly
2094,1011,91,M,Maroon,Spring,4.2,Store Pickup,No,No,4,Debit Card,Annually
2095,1021,25,M,Indigo,Spring,3.4,Standard,No,No,19,Venmo,Annually
2096,1016,63,M,Gray,Fall,4.0,Store Pickup,No,No,1,Bank Transfer,Fortnightly
2097,1011,52,L,Blue,Summer,4.7,Free Shipping,No,No,27,Debit Card,Annually
2098,1005,43,S,Cyan,Winter,3.9,Next Day Air,No,No,5,Credit Card,Weekly
2099,1018,28,M,White,Summer,3.3,2-Day Shipping,No,No,20,Venmo,Quarterly
2100,1018,78,L,Green,Summer,2.9,Express,No,No,50,PayPal,Annually
2101,1002,31,M,Silver,Spring,4.4,Free Shipping,No,No,36,Cash,Fortnightly
2102,1006,23,M,Blue,Winter,3.6,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly
2103,1020,25,M,Brown,Spring,4.5,Store Pickup,No,No,23,Cash,Monthly
2104,1014,86,S,Red,Summer,3.7,Store Pickup,No,No,21,Venmo,Weekly
2105,1010,88,M,Gold,Spring,2.8,Free Shipping,No,No,47,Venmo,Weekly
2106,1025,35,M,Silver,Spring,4.5,Free Shipping,No,No,38,Venmo,Bi-Weekly
2107,1017,34,M,Gray,Fall,4.4,Standard,No,No,40,Credit Card,Every 3 Months
2108,1014,75,M,Black,Winter,3.3,Standard,No,No,35,PayPal,Quarterly
2109,1016,46,XL,Beige,Winter,4.2,Express,No,No,4,Credit Card,Quarterly
2110,1017,31,L,Peach,Fall,2.7,Free Shipping,No,No,28,Venmo,Every 3 Months
2111,1021,93,L,Cyan,Spring,3.9,Store Pickup,No,No,36,Debit Card,Every 3 Months
2112,1013,85,XL,Pink,Spring,2.6,Free Shipping,No,No,15,Bank Transfer,Annually
2113,1023,68,M,Lavender,Fall,4.5,2-Day Shipping,No,No,7,Cash,Fortnightly
2114,1011,40,M,Brown,Spring,2.7,Store Pickup,No,No,29,PayPal,Every 3 Months
2115,1006,51,M,Magenta,Winter,2.9,Standard,No,No,12,Debit Card,Annually
2116,1019,85,M,Violet,Winter,3.4,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly
2117,1015,23,M,Teal,Summer,2.9,Express,No,No,50,Debit Card,Bi-Weekly
2118,1011,28,L,Brown,Summer,3.8,Free Shipping,No,No,11,Debit Card,Annually
2119,1021,44,M,Olive,Fall,4.2,2-Day Shipping,No,No,28,Debit Card,Quarterly
2120,1017,57,M,Indigo,Spring,3.5,Store Pickup,No,No,36,Venmo,Bi-Weekly
2121,1019,98,S,Red,Fall,3.1,Next Day Air,No,No,38,PayPal,Quarterly
2122,1022,68,M,Olive,Winter,3.5,2-Day Shipping,No,No,32,Bank Transfer,Monthly
2123,1015,36,L,Teal,Fall,4.0,Express,No,No,42,Debit Card,Weekly
2124,1008,71,L,Cyan,Spring,3.7,Express,No,No,22,Debit Card,Bi-Weekly
2125,1012,60,M,Teal,Fall,4.2,Next Day Air,No,No,22,Venmo,Quarterly
2126,1008,87,M,Beige,Fall,4.8,Store Pickup,No,No,31,PayPal,Quarterly
2127,1010,38,XL,Magenta,Winter,4.1,Express,No,No,28,Credit Card,Monthly
2128,1024,45,M,Indigo,Spring,4.5,2-Day Shipping,No,No,40,Debit Card,Weekly
2129,1008,47,L,Cyan,Fall,2.7,2-Day Shipping,No,No,21,PayPal,Weekly
2130,1012,57,L,Orange,Fall,2.8,Store Pickup,No,No,12,PayPal,Every 3 Months
2131,1022,68,L,Violet,Summer,3.7,Free Shipping,No,No,33,Credit Card,Annually
2132,1007,52,M,Red,Fall,3.6,Express,No,No,9,Bank Transfer,Fortnightly
2133,1012,87,M,Magenta,Fall,4.7,2-Day Shipping,No,No,15,Debit Card,Weekly
2134,1020,34,M,Olive,Summer,3.8,Standard,No,No,13,Bank Transfer,Annually
2135,1004,41,XL,Maroon,Winter,2.9,Standard,No,No,35,Credit Card,Fortnightly
2136,1013,94,S,Yellow,Winter,4.6,Next Day Air,No,No,1,Debit Card,Every 3 Months
2137,1013,93,M,Red,Summer,2.8,Standard,No,No,25,Bank Transfer,Fortnightly
2138,1021,51,XL,Purple,Winter,4.6,2-Day Shipping,No,No,20,Credit Card,Every 3 Months
2139,1002,42,M,Teal,Fall,2.8,Next Day Air,No,No,36,Venmo,Quarterly
2140,1024,95,M,Red,Winter,3.0,Free Shipping,No,No,33,Cash,Weekly
2141,1009,90,M,Brown,Fall,3.7,Standard,No,No,36,Cash,Fortnightly
2142,1011,98,M,Peach,Winter,4.1,2-Day Shipping,No,No,32,PayPal,Annually
2143,1020,39,M,Maroon,Winter,4.3,Next Day Air,No,No,21,Venmo,Quarterly
2144,1004,66,L,Red,Fall,3.8,Next Day Air,No,No,48,Venmo,Bi-Weekly
2145,1010,23,L,Orange,Winter,3.7,Free Shipping,No,No,25,PayPal,Quarterly
2146,1012,73,S,White,Winter,4.8,Standard,No,No,32,PayPal,Annually
2147,1013,23,XL,White,Summer,4.6,Standard,No,No,45,PayPal,Every 3 Months
2148,1012,43,S,Charcoal,Fall,4.8,Standard,No,No,4,Cash,Fortnightly
2149,1018,45,XL,Turquoise,Winter,4.6,2-Day Shipping,No,No,19,PayPal,Bi-Weekly
2150,1004,21,L,Orange,Winter,4.0,Standard,No,No,1,Bank Transfer,Weekly
2151,1006,40,M,Orange,Spring,2.6,2-Day Shipping,No,No,12,Cash,Weekly
2152,1003,58,L,Brown,Fall,2.6,2-Day Shipping,No,No,18,Venmo,Monthly
2153,1007,48,L,Magenta,Summer,4.5,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly
2154,1006,94,M,Violet,Fall,4.2,Free Shipping,No,No,31,PayPal,Annually
2155,1019,74,M,Violet,Spring,3.4,Store Pickup,No,No,33,Cash,Every 3 Months
2156,1009,51,L,Yellow,Fall,3.7,Store Pickup,No,No,46,PayPal,Monthly
2157,1012,83,M,Maroon,Winter,3.6,Next Day Air,No,No,41,Debit Card,Bi-Weekly
2158,1009,68,L,Turquoise,Winter,4.0,Next Day Air,No,No,41,Venmo,Fortnightly
2159,1025,84,XL,Olive,Spring,4.6,Standard,No,No,9,Bank Transfer,Fortnightly
2160,1006,58,M,Peach,Fall,3.0,Free Shipping,No,No,34,Cash,Annually
2161,1001,92,L,Charcoal,Winter,3.3,Express,No,No,21,PayPal,Annually
2162,1011,69,S,Peach,Summer,3.8,Express,No,No,5,Debit Card,Fortnightly
2163,1007,48,S,Black,Summer,2.7,Free Shipping,No,No,32,PayPal,Weekly
2164,1010,60,L,Gray,Spring,4.5,Express,No,No,44,Bank Transfer,Monthly
2165,1004,20,S,Olive,Winter,4.8,Next Day Air,No,No,46,PayPal,Bi-Weekly
2166,1014,55,M,Turquoise,Summer,4.2,Express,No,No,42,Credit Card,Every 3 Months
2167,1015,88,S,Purple,Spring,3.5,Express,No,No,50,Credit Card,Bi-Weekly
2168,1012,48,L,Green,Winter,4.9,Standard,No,No,33,Venmo,Fortnightly
2169,1009,74,M,Beige,Spring,4.1,Next Day Air,No,No,32,Cash,Quarterly
2170,1008,42,M,Brown,Fall,2.9,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
2171,1002,32,M,Turquoise,Fall,4.0,Next Day Air,No,No,37,Venmo,Every 3 Months
2172,1007,98,M,Yellow,Summer,4.6,Store Pickup,No,No,9,Cash,Fortnightly
2173,1012,89,S,Lavender,Fall,2.8,Store Pickup,No,No,6,PayPal,Fortnightly
2174,1025,97,S,Cyan,Summer,5.0,2-Day Shipping,No,No,36,Venmo,Quarterly
2175,1022,49,S,Olive,Spring,2.9,Store Pickup,No,No,1,Cash,Annually
2176,1011,50,M,Silver,Spring,3.3,Free Shipping,No,No,48,Credit Card,Fortnightly
2177,1023,91,S,Red,Winter,3.4,2-Day Shipping,No,No,44,Debit Card,Quarterly
2178,1025,93,XL,Green,Winter,3.0,Express,No,No,9,PayPal,Bi-Weekly
2179,1017,98,M,Gold,Summer,4.7,Standard,No,No,32,Venmo,Annually
2180,1021,82,L,Lavender,Fall,2.9,Next Day Air,No,No,14,PayPal,Monthly
2181,1008,37,M,Yellow,Summer,4.1,Store Pickup,No,No,43,Cash,Quarterly
2182,1009,63,M,Black,Fall,3.2,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly
2183,1001,99,M,Maroon,Winter,2.7,Store Pickup,No,No,26,Venmo,Bi-Weekly
2184,1007,37,M,Maroon,Spring,4.7,Store Pickup,No,No,2,Cash,Monthly
2185,1010,34,S,Gold,Spring,3.2,Free Shipping,No,No,16,PayPal,Every 3 Months
2186,1007,32,M,Violet,Winter,2.5,Express,No,No,50,Debit Card,Every 3 Months
2187,1004,23,XL,Teal,Winter,4.3,Next Day Air,No,No,6,PayPal,Every 3 Months
2188,1001,78,M,Violet,Spring,4.4,Free Shipping,No,No,20,PayPal,Annually
2189,1008,54,M,Brown,Winter,4.7,Next Day Air,No,No,9,Credit Card,Weekly
2190,1001,94,XL,Brown,Fall,4.0,Express,No,No,47,Credit Card,Bi-Weekly
2191,1023,75,S,Maroon,Spring,4.6,Express,No,No,33,Credit Card,Annually
2192,1001,69,S,Maroon,Summer,3.8,Next Day Air,No,No,46,Cash,Bi-Weekly
2193,1019,35,L,Yellow,Winter,3.2,Next Day Air,No,No,9,Credit Card,Monthly
2194,1006,78,L,Turquoise,Spring,5.0,Express,No,No,8,PayPal,Monthly
2195,1021,29,M,Silver,Summer,3.5,Standard,No,No,48,Bank Transfer,Quarterly
2196,1003,62,M,Brown,Fall,3.7,Next Day Air,No,No,2,Cash,Monthly
2197,1011,58,M,Gray,Spring,4.8,Next Day Air,No,No,31,PayPal,Weekly
2198,1024,88,M,Indigo,Summer,3.7,2-Day Shipping,No,No,40,Venmo,Monthly
2199,1019,80,L,Turquoise,Summer,3.5,Free Shipping,No,No,35,Venmo,Monthly
2200,1019,47,M,Maroon,Summer,4.9,Store Pickup,No,No,40,Debit Card,Monthly
2201,1025,51,L,Charcoal,Summer,4.7,Next Day Air,No,No,27,Debit Card,Every 3 Months
2202,1014,25,L,Peach,Spring,4.9,2-Day Shipping,No,No,10,Venmo,Annually
2203,1011,36,M,Red,Summer,4.3,Next Day Air,No,No,23,Credit Card,Weekly
2204,1011,79,M,Indigo,Winter,3.1,Free Shipping,No,No,32,Cash,Quarterly
2205,1003,41,S,Lavender,Winter,3.4,2-Day Shipping,No,No,6,Debit Card,Monthly
2206,1002,68,XL,Red,Fall,2.7,Express,No,No,27,PayPal,Weekly
2207,1004,51,L,Green,Spring,2.6,Store Pickup,No,No,25,Bank Transfer,Fortnightly
2208,1009,38,M,Gray,Fall,2.9,Next Day Air,No,No,11,Credit Card,Annually
2209,1019,46,XL,Violet,Summer,2.7,2-Day Shipping,No,No,23,PayPal,Monthly
2210,1004,20,XL,Beige,Summer,4.5,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
2211,1013,25,M,Orange,Summer,3.1,Store Pickup,No,No,35,PayPal,Fortnightly
2212,1002,89,L,Purple,Winter,3.2,Free Shipping,No,No,45,Debit Card,Every 3 Months
2213,1014,77,M,Brown,Winter,3.3,Next Day Air,No,No,22,Bank Transfer,Quarterly
2214,1020,94,M,Maroon,Fall,2.9,Express,No,No,18,Debit Card,Quarterly
2215,1023,100,L,Gold,Fall,4.1,Standard,No,No,20,Debit Card,Weekly
2216,1004,96,M,Indigo,Winter,2.7,Express,No,No,28,Credit Card,Fortnightly
2217,1014,36,XL,Silver,Winter,4.0,Store Pickup,No,No,15,Venmo,Bi-Weekly
2218,1017,27,XL,Red,Fall,2.6,Store Pickup,No,No,42,Bank Transfer,Fortnightly
2219,1013,67,M,Magenta,Winter,3.5,Store Pickup,No,No,20,Debit Card,Quarterly
2220,1001,91,S,Purple,Fall,2.8,Store Pickup,No,No,16,Bank Transfer,Fortnightly
2221,1023,62,XL,Beige,Fall,4.5,Store Pickup,No,No,47,Cash,Annually
2222,1007,88,XL,White,Fall,3.0,Free Shipping,No,No,34,Credit Card,Annually
2223,1014,66,M,Teal,Summer,4.4,Store Pickup,No,No,30,Credit Card,Weekly
2224,1004,65,M,Gray,Fall,4.7,Next Day Air,No,No,5,PayPal,Quarterly
2225,1025,25,L,Charcoal,Winter,4.3,Standard,No,No,38,Cash,Quarterly
2226,1023,64,S,Olive,Spring,4.8,Free Shipping,No,No,18,Credit Card,Annually
2227,1006,72,L,Blue,Spring,4.8,Store Pickup,No,No,28,Cash,Annually
2228,1019,74,S,Gray,Summer,4.4,Next Day Air,No,No,42,Credit Card,Fortnightly
2229,1025,50,M,Green,Fall,3.7,Free Shipping,No,No,5,Credit Card,Weekly
2230,1014,97,M,Silver,Fall,3.9,Express,No,No,50,Venmo,Monthly
2231,1005,36,S,Teal,Spring,3.8,Express,No,No,33,Venmo,Fortnightly
2232,1015,49,M,Beige,Fall,4.1,Store Pickup,No,No,1,Credit Card,Weekly
2233,1010,64,L,Lavender,Spring,4.0,Store Pickup,No,No,14,Cash,Fortnightly
2234,1001,31,XL,Gray,Summer,4.5,Express,No,No,48,Credit Card,Monthly
2235,1024,66,S,Yellow,Winter,4.0,Express,No,No,26,Cash,Weekly
2236,1021,82,M,Gray,Spring,4.5,2-Day Shipping,No,No,44,Credit Card,Annually
2237,1018,88,M,Yellow,Winter,2.7,Standard,No,No,18,Debit Card,Fortnightly
2238,1004,34,S,Black,Summer,3.8,Next Day Air,No,No,31,Venmo,Every 3 Months
2239,1005,84,L,Beige,Winter,3.8,Standard,No,No,18,Debit Card,Weekly
2240,1017,96,L,Indigo,Summer,3.8,2-Day Shipping,No,No,41,Credit Card,Every 3 Months
